temp04:
------
18.8	2.4
19	1.1
18.3	1.7
18.3	1
17.8	1.3
19.5	2
20.9	2
20	2
20.3	1
20.5	1.3
19.5	1.5
20.3	2.5
19.5	2.4
19.5	6
19.5	2.9
16.6	6.7
18.6	3.5
20	2.3
20.5	3
19.2	2.8
18.2	6.5
17.6	8.6
11.5	8
11	7
15.1	3
16.6	0.6
17.1	0.6
17.5	0.8
17.7	3.6
19.2	3.3
17.3	4.3
19.4	1.5
19.5	1
19	1
17.6	0.6
18.2	5
17	2.7
18.5	2.6
19.6	1.8
22.4	2
23.5	3.5
22.5	3.3
22.1	3.4
23.2	5.1
23.5	5
20.3	4.8
22.2	4.3
23.2	4.4
24	6.5
22.9	6.3
23	5.7
22.5	6.1
21.6	7.2
23.5	7.3
23.5	11.6
21.4	12
25	9.8
25	10.9
25.8	8.4
27.3	7.7
28	7.2
27.8	7
27	7.3
26	10.3
27.8	9.5
25.8	7.5
22.3	6.3
24.8	5.5
27.6	6.5
22.8	7.6
24.2	11
23.5	9.7
25.1	12.4
24.4	11.3
26.1	11.3
26.1	12
27.4	12.8
28	15.3
27.8	15.6
29.1	16.4
28.4	18
28.4	15.4
29.6	14.2
30.6	13
30.7	11.4
30.5	9.7
28.6	10
30	9.5
30.2	10
29	9
27.5	9
27.6	8.6
25.6	10.9
26.5	10.9
28	13.5
27.1	14.5
29.2	14
23.5	13.5
27.2	10
27.3	13.6
29.4	13.3
30.6	15
30.5	13.6
29.5	13
30.6	13.5
31.3	13.5
29.8	12.8
30	14.6
30	5.7
25.2	13.5
26.7	17
29.3	15.5
29.5	17
26.8	13.4
26.8	14.7
26.2	11.4
28.5	12.6
26.4	14.4
19	14.5
26.6	12.7
25.5	15.4
26.1	13.5
28.5	12.2
28.6	12.7
28.2	12.6
28.3	14
30	13.6
30.8	15.3
31.3	14.9
30.9	16
31.7	18.4
32.4	16.6
32.5	16.7
32.4	18.1
32.7	19.7
33.7	19.4
32.7	22.2
29.5	19.3
30.7	21
26.2	18.5
22	17.6
22	15.8
22.6	16.3
28	16.3
27.7	14
26	15.7
26.5	16.2
27.5	17.3
25.5	17.5
27	16.2
26.6	16.4
27.3	17
26.5	16.2
28.5	17.8
28.1	18.4
27	18.2
27.4	17
27.8	16
27.8	18.6
29.4	18
27	19
26.8	18
28.5	18.7
29.7	18.2
27.5	19
29.8	19.5
29.8	20.5
27.7	21
28	20
29.1	19.9
28	20.2
28.3	18.5
28.5	21
29.4	20
30.2	20
29.5	18.9
31.1	19.8
32.4	20.6
31	19.2
31	20.4
30.2	19
28	21
29.4	21.6
31.2	21
29.5	20.4
29.4	20.6
29.5	21.4
31	21.5
25.6	21
25.7	20.5
24.6	19.2
23.8	19.6
26.1	19.6
25.3	19.7
26	19.6
28.1	19.5
29.5	19.5
28.6	20.2
27.4	20.2
27.7	20.3
27.6	20.6
28.5	18.2
26	20.6
27.5	20.5
28.5	20.3
28.7	20.4
26	19.6
28	20.2
27	19.2
28.4	19.6
26.5	19.8
28	20.1
29	20.2
30.4	19.2
28.2	20.4
30.1	20.7
29	20.1
29.4	20.9
29.3	21
26.2	21.7
28.6	20.6
29	20.8
29.2	20.6
29.8	19.3
28.5	20
28.1	20.4
30.4	19.8
30.2	21
28.5	20
30	21.6
28.5	20.5
29.3	20.4
26.4	20.4
28.5	20.8
30	20.6
31	20.8
31.1	20.5
29.4	20.6
30.6	20.6
29	21.2
29.7	20.7
28.7	20.8
28	21.4
28.3	21
29	20.5
29.7	20.8
26.6	20.9
28.2	20.6
30.5	20
30.5	20.7
26.5	20
27.5	21.2
27.5	20.4
27.2	19.3
26.5	19.5
27.3	18.8
27.8	19.5
27.5	19
28.5	18.2
29.2	17.9
28	18.7
28.2	18.6
27.7	19.5
27.6	19
28.8	18.6
29.5	19
28.1	18.6
29.5	17.9
29.4	19.7
29.5	18.4
27	18.4
28	19
26.4	18.6
25	18
26	18.8
29	18
27.7	17.8
26.6	15.7
27	17.2
28.4	16.8
28	17.2
28	17.9
27.2	16
27.6	17
27.7	18
22.6	15.2
26.9	11.5
24	14.1
26	11.2
26.4	9.2
27.4	11.4
27.8	12
27.2	12
27.1	11.2
27	11.4
25	11.2
25.5	10.6
24.2	10.6
25	10.3
24	10.4
23.2	10.3
22.5	9.4
21.6	9.5
23.8	8
24.7	7.1
24.6	8
24.3	7
24.5	6.6
24.5	6.7
24	6.7
24.8	7
24.4	7.4
23.7	7
23.5	7.6
23.2	9.6
22.6	9
23.5	7.8
23.3	7.3
23	7.2
21.9	8.5
22.5	8.5
24.2	9.4
18.2	9.2
22.5	7.4
22.7	7
23	9.8
22.9	10.4
20.8	4.9
20.2	9
19.7	7
21.3	8.4
22.5	6.5
22.4	5.2
21.8	4.9
21.6	4.4
21.2	3.6
20.4	4.5
22	4.5
23.8	4.4
23.5	4.4
21.5	4.6
22.2	6.4
22.5	5.8
21.2	5.9
21	5.5
22.6	5.5
22.4	6
21.2	6
20.5	5.4
21.5	5.4
22.2	5.5
22.4	7
22	5.5
21.2	6
17.9	8
19.7	6.5
18.6	4.2
21	4.6
19.8	2.9
19.7	1.5
18.5	0.5
16.8	-0.3
18.8	0
19.7	0.4
18.2	2.5
15.5	6.4
